,gen1,gen2,bd1,bd2,agediff,genderdiff,id1,id2
4363,male,female,1863-01-01T00:00:00Z,1890-08-23T00:00:00Z,27.660273972602738,mixed,http://www.wikidata.org/entity/Q21506043,http://www.wikidata.org/entity/Q5893077
4364,male,male,1889-01-01T00:00:00Z,1893-01-01T00:00:00Z,4.002739726027397,m-m,http://www.wikidata.org/entity/Q15977605,http://www.wikidata.org/entity/Q21515902
4365,male,male,1871-01-01T00:00:00Z,1853-02-13T00:00:00Z,17.893150684931506,m-m,http://www.wikidata.org/entity/Q21506184,http://www.wikidata.org/entity/Q16509052
4366,male,male,1871-01-01T00:00:00Z,1852-06-09T00:00:00Z,18.575342465753426,m-m,http://www.wikidata.org/entity/Q21506184,http://www.wikidata.org/entity/Q21505727
4383,male,male,1963-01-01T00:00:00Z,1957-01-01T00:00:00Z,6.002739726027397,m-m,https://orcid.org/0000-0001-9645-3394,https://orcid.org/0000-0003-4524-0617
4385,male,male,1963-01-01T00:00:00Z,1940-03-09T00:00:00Z,22.83013698630137,m-m,https://orcid.org/0000-0001-9645-3394,http://www.wikidata.org/entity/Q15975568
4391,male,male,1963-01-01T00:00:00Z,1931-12-08T00:00:00Z,31.087671232876712,m-m,https://orcid.org/0000-0001-9645-3394,http://www.wikidata.org/entity/Q101085999
4397,female,male,1893-08-11T00:00:00Z,1910-02-21T00:00:00Z,16.53972602739726,mixed,http://www.wikidata.org/entity/Q1356121,http://www.wikidata.org/entity/Q6215475
4401,male,male,1963-01-01T00:00:00Z,1959-09-24T00:00:00Z,3.2739726027397262,m-m,https://orcid.org/0000-0001-9645-3394,http://www.wikidata.org/entity/Q104998191
4402,male,male,1817-04-13T00:00:00Z,1789-04-26T00:00:00Z,27.980821917808218,m-m,http://www.wikidata.org/entity/Q15091583,http://www.wikidata.org/entity/Q2037491
4403,male,male,1817-04-13T00:00:00Z,1812-01-26T00:00:00Z,5.2164383561643834,m-m,http://www.wikidata.org/entity/Q15091583,http://www.wikidata.org/entity/Q21521593
4407,male,male,1849-01-01T00:00:00Z,1866-06-22T00:00:00Z,17.482191780821918,m-m,http://www.wikidata.org/entity/Q21517418,http://www.wikidata.org/entity/Q18325771
4416,male,male,1879-02-08T00:00:00Z,1879-06-20T00:00:00Z,0.36164383561643837,m-m,http://www.wikidata.org/entity/Q1532266,http://www.wikidata.org/entity/Q2960318
